id,doi,title,abstract,summary,domains,topics,description,expert_id,type,subtitles,publishers,collection,date_issue,citation,language,identifiers,created_at,updated_at,source,authors,publication_year,field,subfield
1732858008,,Operations,,,,,,,other,,,other,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
1222210937,,Afya Kwa Ukoo: Engaging Cultural Institutions and Culturally-Sensitive Facility-Based Delivery on Maternal and Newborn Health Service Utilization in Garissa,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
781867364,,APHRC Financial Statement for the Year Ended 31st December 2017,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
1224707547,,Policy Engagement and Communications,,,,,,,other,,,other,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
2005162578,,Advancing Learning Outcomes for Transformational Change: Lessons Learnt from Six Year Implementation and Evaluation of An Education Program in Nairobi,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Education,Learning
830011560,,Short Report,,,,,,,other,,,other,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
322528209,,Population Dynamics and Urbanization in Africa,,,,,,,other,,,other,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
353849874,,2022 Annual Review Report,,,,,,,documents,,,documents,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
950465959,,Promoting Holistic Health and Wellbeing of Pregnant and Parenting Adolescents and Their Children in Africa: A Life Course Model,,,,,,,documents,,,documents,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
2063803166,,2023 Annual Report Coloring Africa,,,,,,,other,,,other,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
1747921568,,APHRC Annual Report and Financial Statements for the Year Ended 31st December 2018,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
726945349,,APHRC Organizational Effectiveness Assessment Report May 2024,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
797343493,,Meeting Recordings,,,,,,,reports,,,reports,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
1547481195,,APHRC@20 Celebrations,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
1958274892,,Webinars,,,,,,,other,,,other,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
490369051,,APHRC Corporate Onbording,,,,,,,reports,,,reports,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
2110469288,,2023 Pause and Reflect Session,,,,,,,reports,,,reports,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
1265445250,,APHRC Corporate Preboarding,,,,,,,reports,,,reports,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
507131937,,Co-Creation Regional Workshop on Adolescent Sexual and Reproductive Health and Rights,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
2134531631,https://doi.org/10.1080/09518398.2025.2452646,"“I was not used to speaking to my children” parental gains from an adolescent education program in urban Nairobi, Kenya",,Failed to generate content due to technical issues,[],,,,journal-article,,,,,,,,2025-03-10 21:34:17.256878+00:00,2025-03-10 21:34:17.256878+00:00,orcid,[],2025,,
2134531632,https://doi.org/10.1080/2331186X.2022.2139551,"Providing for a brighter future: explaining the lessons learnt from the implementation and evaluation of a program targeting adolescents in Nairobi, Kenya",,Failed to generate content due to technical issues,[],,,,journal-article,,,,,,,,2025-03-10 21:34:18.209531+00:00,2025-03-10 21:34:18.209531+00:00,orcid,[],2022,,
2134531637,http://dx.doi.org/10.1186/s12978-021-01107-w,"“Those are things for married people” exploring parents’/adults’ and adolescents’ perspectives on contraceptives in Narok and Homa Bay Counties, Kenya",,"Explores the perspectives of adolescents and parents/adults on contraceptive use in Narok and Homa Bay Counties, Kenya, revealing a prevalent belief that contraceptives are exclusively for married individuals. This perspective likely contributes to limited contraceptive access and utilization among adolescents, highlighting the need for targeted interventions to address these beliefs and improve reproductive health outcomes.",[],,,,journal-article,,,,,,,,2025-03-11 07:01:32.205715+00:00,2025-03-11 07:01:32.205715+00:00,orcid,[],2021,,
53,https://doi.org/10.1016/s0140-6736(24)00757-8,"Global incidence, prevalence, years lived with disability (YLDs), disability-adjusted life-years (DALYs), and healthy life expectancy (HALE) for 371 diseases and injuries in 204 countries and territories and 811 subnational locations, 1990–2021: a systematic analysis for the Global Burden of Disease Study 2021",,,[],,,,publications,,,,,,,,2025-03-10 17:02:23.443894+00:00,2025-03-10 17:02:23.443894+00:00,openalex,[],2024,Research,General Research
103,https://doi.org/10.1002/14651858.cd009624.pub2,The role of iron in the management of chemotherapy-induced anemia in cancer patients receiving erythropoiesis-stimulating agents,,,[],,,,publications,,,,,,,,2025-03-10 17:02:28.222779+00:00,2025-03-10 17:02:28.222779+00:00,openalex,[],2016,Research,General Research
1760285647,,Supervision and Mentorship Framework for Postgraduate Training and Careers in East Africa,,,,,,,documents,,,documents,,,en,{'handle': '123456789'},2025-03-10 19:53:33.988971+00:00,2025-03-10 19:53:33.988971+00:00,knowhub,,,Education,Learning
2134531628,https://doi.org/10.1371/journal.pgph.0001127,Parental experiences of the impacts of Covid-19 on the care of young children; qualitative interview findings from the Nairobi Early Childcare in Slums (NECS) project,,Failed to generate content due to technical issues,[],,,,journal-article,,,,,,,,2025-03-10 20:45:41.696583+00:00,2025-03-10 20:45:41.696583+00:00,orcid,[],2023,Research,General Research
2134531627,https://doi.org/10.1136/bmjgh-2023-012827,Smart investment in global childcare requires local solutions and a coordinated research agenda,,Effective childcare investment strategies must be tailored to specific community needs while also benefiting from a globally unified research framework. This approach allows for both localized solutions and the development of best practices that can be shared and adapted internationally. The coordinated research agenda will facilitate informed decision-making and maximize the impact of investments in childcare worldwide.,[],,,,journal-article,,,,,,,,2025-03-10 20:45:41.381267+00:00,2025-03-10 20:45:41.381267+00:00,orcid,[],2023,Research,General Research
1129892440,,Senior Management Team-SMT Reports,,,,,,,multimedia,,,multimedia,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
522721802,,APHRC Annual Report and Financial Statements for the Year Ended 31st December 2019,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
215404312,,APHRC Organizational Effectiveness Assessment Fact Sheet May 2024,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
370682067,,Program Test,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
66287119,,Wellness Thursdays,,,,,,,reports,,,reports,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
1207589291,,Knowledge Retention and Transfer,,,,,,,reports,,,reports,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
1297584807,,How-To Guides,,,,,,,reports,,,reports,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
1176453638,,Big Idea and Pipeline Idea,,,,,,,other,,,other,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
396352777,,Brownbag Sessions,,,,,,,reports,,,reports,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
2035382806,,A mixed Methods Evaluation of Impact of Short Course Training in Implementation Research in East Africa.,,,,,,,other,,,other,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Education,Learning
1702583798,,Zero Hunger Initiative: Healthy Foods Africa Baseline Documentary,,,,,,,publications,,,publications,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
1215793201,,Special Brown Bag featuring Scholars from the University of Ibadan,,,,,,,other,,,other,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
772169988,,Videos,,,,,,,reports,,,reports,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
1328206636,,APHRC Corporate,,,,,,,reports,,,reports,,,en,{'handle': '123456789'},2025-03-10 19:53:34.039149+00:00,2025-03-10 19:53:34.039149+00:00,knowhub,,,Research,General Research
2134531638,http://dx.doi.org/10.1016/s0140-6736(21)01207-1,"Global, regional, and national progress towards Sustainable Development Goal 3.2 for neonatal and child health: all-cause and cause-specific mortality findings from the Global Burden of Disease Study 2019",,"The Global Burden of Disease Study 2019 assesses progress towards Sustainable Development Goal 3.2, focusing on neonatal and child mortality from all causes and specific causes at global, regional, and national levels. The study provides crucial data on mortality trends, informing interventions and policies aimed at reducing preventable deaths in children under five. This information is essential for tracking progress and identifying areas requiring targeted efforts to improve child survival worldwide.",[],,,,journal-article,,,,,,,,2025-03-11 07:01:34.635587+00:00,2025-03-11 07:01:34.635587+00:00,orcid,[],2021,,
2134531639,https://doi.org/10.6084/m9.figshare.c.6575195.v1,“They talked to me rudely”. Women perspectives on quality of post-abortion care in public health facilities in Kenya,,"Explores the experiences of women receiving post-abortion care in Kenyan public health facilities, highlighting disrespectful and rude treatment as a key concern impacting the quality of care. These findings suggest a need for interventions focused on improving provider communication and patient-centered care within these settings.",[],,,,other,,,,,,,,2025-03-11 08:04:53.976419+00:00,2025-03-11 08:04:53.976419+00:00,orcid,[],2024,,
2134531640,http://dx.doi.org/10.1080/26410397.2023.2264688,"Why do most young women not take up contraceptives after post-abortion care? An ethnographic study on the effectiveness and quality of contraceptive counselling after PAC in Kilifi County, Kenya",,"This ethnographic study investigates the low uptake of contraceptives among young women in Kilifi County, Kenya, following post-abortion care (PAC). It explores the effectiveness and quality of contraceptive counselling provided after PAC to understand the factors influencing contraceptive decisions. The research aims to identify potential barriers and inform strategies for improving contraceptive uptake in this population.",[],,,,journal-article,,,,,,,,2025-03-11 08:04:56.178466+00:00,2025-03-11 08:04:56.178466+00:00,orcid,[],2023,,
24,https://doi.org/10.1016/j.jad.2014.04.052,"Effectiveness of community facilitator training in improving knowledge, attitudes, and confidence in relation to depression and suicidal behavior: Results of the OSPI-Europe intervention in four European countries",,,[],,,,publications,,,,,,,,2025-03-10 17:02:20.757881+00:00,2025-03-10 17:02:20.757881+00:00,openalex,[],2014,Education,Learning
2134531641,https://doi.org/10.1186/s40359-022-00866-w,Parent and implementer attitudes on gender-equal caregiving in theory and practice: perspectives on the impact of a community-led parenting empowerment program in rural Kenya and Zambia,,Failed to generate content due to technical issues,[],,,,journal-article,,,,,,,,2025-03-11 08:28:44.168110+00:00,2025-03-11 08:28:44.168110+00:00,orcid,[],2022,,
2134531642,https://doi.org/10.1016/j.ijedudev.2021.102445,Relative importance of early childhood development domains for schooling progression: Longitudinal Evidence from the Zambia Early Childhood Development Project,,Failed to generate content due to technical issues,[],,,,journal-article,,,,,,,,2025-03-11 08:28:44.482092+00:00,2025-03-11 08:28:44.482092+00:00,orcid,[],2021,,
2134531643,https://doi.org/10.1016/j.jadohealth.2021.12.015,Impacts of Multisectoral Cash Plus Programs on Marriage and Fertility After 4 Years in Pastoralist Kenya: A Randomized Trial,,Failed to generate content due to technical issues,[],,,,journal-article,,,,,,,,2025-03-11 08:40:13.305227+00:00,2025-03-11 08:40:13.305227+00:00,orcid,[],2022,,
2134531644,https://doi.org/10.60692/hdptc-jq865,Understanding Wealth Inequalities in Education Access in Urbanizing Sub-Saharan Africa,,Failed to generate content due to technical issues,[],,,,other,,,,,,,,2025-03-11 08:40:13.620891+00:00,2025-03-11 08:40:13.620891+00:00,orcid,[],2021,,
2134531645,http://europepmc.org/abstract/med/35230592,"Correction to: Inequalities in Access and Utilization of Maternal, Newborn and Child Health Services in sub‑Saharan Africa: A Special Focus on Urban Settings.",,Failed to generate content due to technical issues,[],,,,journal-article,,,,,,,,2025-03-11 09:59:02.346510+00:00,2025-03-11 09:59:02.346510+00:00,orcid,[],2022,,
2134531646,https://doi.org/10.60692/d2zd8-8de67,Promoting mental wellbeing among pregnant and postpartum adolescents: A toolkit for adolescents living in urban poor environments,,Failed to generate content due to technical issues,[],,,,other,,,,,,,,2025-03-11 09:59:02.683829+00:00,2025-03-11 09:59:02.683829+00:00,orcid,[],2022,,
2134531648,http://dx.doi.org/10.1038/s41562-021-01108-6,"Mapping inequalities in exclusive breastfeeding in low- and middle-income countries, 2000–2018",,Failed to generate content due to technical issues,[],,,,journal-article,,,,,,,,2025-03-11 10:10:06.898513+00:00,2025-03-11 10:10:06.898513+00:00,orcid,[],2021,,
2134531649,http://dx.doi.org/10.1186/s12978-023-01720-x,"“I wasn’t sure it would work. I was just trying”: an ethnographic study on the choice of abortion methods among young women in Kilifi County, Kenya, and Atlantique Department, Benin",,Failed to generate content due to technical issues,[],,,,journal-article,,,,,,,,2025-03-11 10:17:41.899029+00:00,2025-03-11 10:17:41.899029+00:00,orcid,[],2023,,
2134531650,http://dx.doi.org/10.1080/26410397.2023.2272483,Profil des utilisatrices et facteurs associés à la satisfaction des clientes de la qualité des soins après avortement au Burkina Faso: étude transversale menée dans six régions,,Failed to generate content due to technical issues,[],,,,journal-article,,,,,,,,2025-03-11 10:17:43.128288+00:00,2025-03-11 10:17:43.128288+00:00,orcid,[],2023,,
2134531651,https://knowhub.aphrc.org/handle/123456789/236,Research,Publication about Research,"(""Failed to generate content due to technical issues"",)",,,Publication about Research,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/236', 'keywords': [], 'source_id': 'knowhub-123456789-236', 'content_type': 'documents'}",2025-03-11 10:19:44.354888+00:00,2025-03-11 10:19:44.354888+00:00,knowhub,{},,,
2134531652,https://knowhub.aphrc.org/handle/123456789/250,2023 SMT Pause and Reflect Session,Publication about 2023 SMT Pause and Reflect Session,"(""Failed to generate content due to technical issues"",)",,,Publication about 2023 SMT Pause and Reflect Session,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/250', 'keywords': [], 'source_id': 'knowhub-123456789-250', 'content_type': 'documents'}",2025-03-11 10:19:47.636755+00:00,2025-03-11 10:19:47.636755+00:00,knowhub,{},,,
2134531653,https://knowhub.aphrc.org/handle/123456789/4,Multimedia,Publication about Multimedia,"(""Failed to generate content due to technical issues"",)",,,Publication about Multimedia,,multimedia,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/4', 'keywords': [], 'source_id': 'knowhub-123456789-4', 'content_type': 'multimedia'}",2025-03-11 10:19:54.058068+00:00,2025-03-11 10:19:54.058068+00:00,knowhub,{},,,
2134531654,https://knowhub.aphrc.org/handle/123456789/647,2023,Publication about 2023,"(""Failed to generate content due to technical issues"",)",,,Publication about 2023,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/647', 'keywords': [], 'source_id': 'knowhub-123456789-647', 'content_type': 'other'}",2025-03-11 10:20:07.319282+00:00,2025-03-11 10:20:07.319282+00:00,knowhub,{},,,
2134531655,https://knowhub.aphrc.org/handle/123456789/903,MEL Portal,Publication about MEL Portal,"(""Failed to generate content due to technical issues"",)",,,Publication about MEL Portal,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/903', 'keywords': [], 'source_id': 'knowhub-123456789-903', 'content_type': 'other'}",2025-03-11 10:20:36.304180+00:00,2025-03-11 10:20:36.304180+00:00,knowhub,{},,,
2134531656,https://knowhub.aphrc.org/handle/123456789/1631,Research and Related Capacity Strengthening,Publication about Research and Related Capacity Strengthening,"(""Failed to generate content due to technical issues"",)",,,Publication about Research and Related Capacity Strengthening,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1631', 'keywords': [], 'source_id': 'knowhub-123456789-1631', 'content_type': 'publications'}",2025-03-11 10:20:54.921104+00:00,2025-03-11 10:20:54.921104+00:00,knowhub,{},,,
2134531657,https://knowhub.aphrc.org/handle/123456789/1592,Director of Programs,Publication about Director of Programs,"(""Failed to generate content due to technical issues"",)",,,Publication about Director of Programs,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1592', 'keywords': [], 'source_id': 'knowhub-123456789-1592', 'content_type': 'publications'}",2025-03-11 10:20:55.689803+00:00,2025-03-11 10:20:55.689803+00:00,knowhub,{},,,
2134531658,https://knowhub.aphrc.org/handle/123456789/331,Center-Wide Monthly Meetings,Publication about Center-Wide Monthly Meetings,"(""Failed to generate content due to technical issues"",)",,,Publication about Center-Wide Monthly Meetings,,reports,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/331', 'keywords': [], 'source_id': 'knowhub-123456789-331', 'content_type': 'reports'}",2025-03-11 10:21:10.211302+00:00,2025-03-11 10:21:10.211302+00:00,knowhub,{},,,
2134531659,https://knowhub.aphrc.org/handle/123456789/329,Operations Monthly Meetings,Publication about Operations Monthly Meetings,"(""Failed to generate content due to technical issues"",)",,,Publication about Operations Monthly Meetings,,reports,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/329', 'keywords': [], 'source_id': 'knowhub-123456789-329', 'content_type': 'reports'}",2025-03-11 10:21:11.906870+00:00,2025-03-11 10:21:11.906870+00:00,knowhub,{},,,
20,https://doi.org/10.51867/ajernet.6.1.46,Decoding the Support Needs of Parents of Children with Autism in Kenya,,,[],,,,publications,,,,,,,,2025-03-10 17:02:20.236571+00:00,2025-03-10 17:02:20.236571+00:00,openalex,[],2025,Research,General Research
2134531660,https://knowhub.aphrc.org/handle/123456789/333,Town Hall Meetings,Publication about Town Hall Meetings,"(""Failed to generate content due to technical issues"",)",,,Publication about Town Hall Meetings,,reports,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/333', 'keywords': [], 'source_id': 'knowhub-123456789-333', 'content_type': 'reports'}",2025-03-11 10:21:13.548470+00:00,2025-03-11 10:21:13.548470+00:00,knowhub,{},,,
2134531661,https://knowhub.aphrc.org/handle/123456789/679,2024,Publication about 2024,"(""Failed to generate content due to technical issues"",)",,,Publication about 2024,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/679', 'keywords': [], 'source_id': 'knowhub-123456789-679', 'content_type': 'other'}",2025-03-11 10:21:29.011577+00:00,2025-03-11 10:21:29.011577+00:00,knowhub,{},,,
2134531662,https://knowhub.aphrc.org/handle/123456789/2080,2025,Publication about 2025,"(""Failed to generate content due to technical issues"",)",,,Publication about 2025,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/2080', 'keywords': [], 'source_id': 'knowhub-123456789-2080', 'content_type': 'documents'}",2025-03-11 10:21:30.514874+00:00,2025-03-11 10:21:30.514874+00:00,knowhub,{},,,
2134531663,https://knowhub.aphrc.org/handle/123456789/2,Working Documents,Publication about Working Documents,"(""Failed to generate content due to technical issues"",)",,,Publication about Working Documents,,documents,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/2', 'keywords': [], 'source_id': 'knowhub-123456789-2', 'content_type': 'documents'}",2025-03-11 10:23:05.018678+00:00,2025-03-11 10:23:05.018678+00:00,knowhub,{},,,
2134531664,https://knowhub.aphrc.org/handle/123456789/134,"Sexual, Reproductive, Maternal, New-born, Child and Adolescent Health","Publication about Sexual, Reproductive, Maternal, New-born, Child and Adolescent Health","(""Failed to generate content due to technical issues"",)",,,"Publication about Sexual, Reproductive, Maternal, New-born, Child and Adolescent Health",,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/134', 'keywords': [], 'source_id': 'knowhub-123456789-134', 'content_type': 'publications'}",2025-03-11 10:28:08.556883+00:00,2025-03-11 10:28:08.556883+00:00,knowhub,{},,,
2134531665,https://knowhub.aphrc.org/handle/123456789/53,Data Science Program,Publication about Data Science Program,"(""Failed to generate content due to technical issues"",)",,,Publication about Data Science Program,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/53', 'keywords': [], 'source_id': 'knowhub-123456789-53', 'content_type': 'other'}",2025-03-11 10:36:17.066344+00:00,2025-03-11 10:36:17.066344+00:00,knowhub,{},,,
2134531666,https://knowhub.aphrc.org/handle/123456789/1568,Performance Reports,Publication about Performance Reports,"(""Failed to generate content due to technical issues"",)",,,Publication about Performance Reports,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1568', 'keywords': [], 'source_id': 'knowhub-123456789-1568', 'content_type': 'publications'}",2025-03-11 10:38:33.127412+00:00,2025-03-11 10:38:33.127412+00:00,knowhub,{},,,
2134531667,https://knowhub.aphrc.org/handle/123456789/1572,Quarterly Reports,Publication about Quarterly Reports,"(""Failed to generate content due to technical issues"",)",,,Publication about Quarterly Reports,,publications,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/1572', 'keywords': [], 'source_id': 'knowhub-123456789-1572', 'content_type': 'publications'}",2025-03-11 10:38:38.148686+00:00,2025-03-11 10:38:38.148686+00:00,knowhub,{},,,
2134531668,https://knowhub.aphrc.org/handle/123456789/660,Grants Contract Agreement,Publication about Grants Contract Agreement,"(""Failed to generate content due to technical issues"",)",,,Publication about Grants Contract Agreement,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/660', 'keywords': [], 'source_id': 'knowhub-123456789-660', 'content_type': 'other'}",2025-03-11 10:40:19.406733+00:00,2025-03-11 10:40:19.406733+00:00,knowhub,{},,,
2134531669,https://knowhub.aphrc.org/handle/123456789/661,Active,Publication about Active,"(""Failed to generate content due to technical issues"",)",,,Publication about Active,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/661', 'keywords': [], 'source_id': 'knowhub-123456789-661', 'content_type': 'other'}",2025-03-11 10:40:24.866666+00:00,2025-03-11 10:40:24.866666+00:00,knowhub,{},,,
2134531670,https://knowhub.aphrc.org/handle/123456789/681,Data Synergy and Evaluation,Publication about Data Synergy and Evaluation,"(""Failed to generate content due to technical issues"",)",,,Publication about Data Synergy and Evaluation,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/681', 'keywords': [], 'source_id': 'knowhub-123456789-681', 'content_type': 'other'}",2025-03-11 10:40:28.072828+00:00,2025-03-11 10:40:28.072828+00:00,knowhub,{},,,
2134531671,https://knowhub.aphrc.org/handle/123456789/702,2021 and Before,Publication about 2021 and Before,"(""Failed to generate content due to technical issues"",)",,,Publication about 2021 and Before,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/702', 'keywords': [], 'source_id': 'knowhub-123456789-702', 'content_type': 'other'}",2025-03-11 10:40:32.235991+00:00,2025-03-11 10:40:32.235991+00:00,knowhub,{},,,
2134531672,https://knowhub.aphrc.org/handle/123456789/682,2022 and Beyond,Publication about 2022 and Beyond,"(""Failed to generate content due to technical issues"",)",,,Publication about 2022 and Beyond,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/682', 'keywords': [], 'source_id': 'knowhub-123456789-682', 'content_type': 'other'}",2025-03-11 10:40:48.897090+00:00,2025-03-11 10:40:48.897090+00:00,knowhub,{},,,
2134531673,https://knowhub.aphrc.org/handle/123456789/51,Human Development,Publication about Human Development,"(""Failed to generate content due to technical issues"",)",,,Publication about Human Development,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/51', 'keywords': [], 'source_id': 'knowhub-123456789-51', 'content_type': 'other'}",2025-03-11 10:42:52.712248+00:00,2025-03-11 10:42:52.712248+00:00,knowhub,{},,,
2134531674,https://knowhub.aphrc.org/handle/123456789/590,Visibility Unit,Publication about Visibility Unit,"(""Failed to generate content due to technical issues"",)",,,Publication about Visibility Unit,,other,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/590', 'keywords': [], 'source_id': 'knowhub-123456789-590', 'content_type': 'other'}",2025-03-11 10:57:12.384563+00:00,2025-03-11 10:57:12.384563+00:00,knowhub,{},,,
2134531675,https://knowhub.aphrc.org/handle/123456789/3,Reports,Publication about Reports,"(""Failed to generate content due to technical issues"",)",,,Publication about Reports,,reports,{},"{'url': 'https://knowhub.aphrc.org', 'name': 'APHRC', 'type': 'repository'}",knowhub,,,en,"{'handle': '123456789/3', 'keywords': [], 'source_id': 'knowhub-123456789-3', 'content_type': 'reports'}",2025-03-11 10:59:16.667272+00:00,2025-03-11 10:59:16.667272+00:00,knowhub,{},,,
